text,label
Awanpanas guguran Merapi tanggal 9 April 2021 pukul 17:07 WIB tercatat di seismogram dengan amplitudo 16 mm dan durasi 107 detik. Jarak luncur 1800 m ke arah barat daya. Angin bertiup ke timur. MerapiSiaga sejak 5 November 2020,1
"PGR 3 Bali: Info Gempa Magnitudo:3.1 SR, 04-Nov-18 08:11:09 WIB, Lok:8.47 LS,116.79 BT (13 km BaratDaya P.PANJANG-NTB), Kedlmn:10 Km ::BMKG ",1
ih kata ayah aku tadi malem ad suara ap gt serem semacam petir tp bkn petir trs rasa rasa gempa tp ak gk ngerasa soalny dah bobok,0
penambangan yg mengeruk tebing sungai akn memperluas daerah limpasan awanpanas pd letusan masa mendatang,0
" Gempa Mag:4.6, 13/01/2021 13:18:22 (Pusat gempa dilaut 65Km Barat Daya Seluma Bengkulu), Kedlmn:35 Km Dirasakan (MMI) III Seluma, II Kota Bengkulu, BMKG",1
tahan kekeringan benih inpara 2 jadi primadona,0
who menyatakan bahwa kita harus hidup berdampingan dengan covid 19 mengapa karena ada potensi bahwa virus ini tidak akan segera menghilang dan tetap ada di tengah masyarakat berdampingan bukan berarti menyerah tapi menyesuaikan diri,0
banyak keluarga yang harus berjuang sendiri untuk mendapatkan obat obatan dan oksigen,0
kan kakinya di tanah berharap apa cobak tiba2 tanahnya longsor terus ter gantung beneran atau tiba2 pohonya langsung meninggi,0
Banjir di Depok: via,1
psbb telah dilaksanakan di 4 provinsi dan 72 kab kota efektivitas pelaksanaan psbb ini masih bervariasi ada daerah dengan kasus covid 19 turun secara gradual konsisten namun tidak drastis ada yang turun namun fluktuatif ada yang tidak berubah sebelum dan sesudah psbb,0
" Gempa Mag:4.1, 09-Jan-21 06:17:15 WIB, Lok:5.14 LU, 95.02 BT (Pusat gempa berada di laut 66 km BaratDaya Jantho, Aceh Besar), Kedlmn:16 Km Dirasakan (MMI) III Banda Aceh BMKG ",1
pemerintah diminta tak gegabah menggunakan uu terorisme untuk menghadapi kkb di papua,0
dua2nya baik f x maupun p x itu engga ada rumus yg pasti bentukan keduanya bakal kyk gmn biasanya nanti di soal bakal diketahui nilainya,0
iyo cekne seger hatimu sing bar kekeringan gara2 nangisi dee,0
Dahsyatnya Angin Puting Beliung Luluhlantakan Belasan Rumah di Martapura,1
" Gempa Magnitudo: 5.1, Kedalaman: 12 km, 17 Mei 2021 19:21:58 WIB, Koordinat: 0.20 LU-96.70 BT (120 km BaratDaya NIASBARAT-SUMUT), Tidak berpotensi tsunami BMKG ",1
" Gempa Magnitudo: 5.1, Kedalaman: 23 km, 14 Mei 2021 15:17:43 WIB, Koordinat: 4.27 LU-127.83 BT (131 km TimurLaut MELONGUANE-SULUT), Tidak berpotensi tsunami BMKG ",1
ikut prihatin untuk masyarakat jogja khususnya daerah bantul yg terkena banjir semoga hari ini membaik,0
"FaktaMerapi 13. Periode selanjutnya adalah Merapi terkini, dengan produk letusan awanpanas",0
" Gempa Dirasakan Magnitudo: 2.3, Kedalaman: 6 km, 04 Mei 2021 00:57:53 WIB, Koordinat: 3.06 LS-118.99 BT (Pusat gempa berada di darat 9 km Tenggara Majene), Dirasakan (MMI): II Malunda, II Ulumanda BMKG ",1
Laporan Aktivitas Gunung Merapi tanggal 26 Maret1 April 2021  Awanpanas guguran terjadi sebanyak 14 kali dgn jarak luncur teramati sejauh 1.800 m ke arah barat daya &amp; terekam pada seismogram dgn amplitudo maksimal 60 mm dan durasi 168 detik.,1
kenaikan angka kasus positif covid 19 di indonesia perlu disikapi dengan gerak cepat melakukan pengujian pelacakan dan perawatan pasien terinfeksi terutama di 8 provinsi dengan angka penularan tinggi yaitu jatim dki jakarta jabar sulsel jateng sumut papua dan kalsel,0
yang lagi marah marah akibat hujan yang mengakibatkan banjir semoga doamu di kabulkan,0
fpi duga skb sebagai siasat mempersempit pengungkapan kasus kematian 6 laskar,0
apapun yang terjadi pada alam saat ini itu sudah menjadi kehendak yang kuasa jangan dikaitkan dengan ramalan ramalan orang biasa tuhan sudah murka masa masih saja kalian tidak percaya pada kebesarannya ingattuhan krakatau merapi gempa bencana dentuman,0
id tiap kali liat pirates carribean saya selalu ingat kapten jonker ini,0
"Info Gempa Magnitudo:5.2, 08-Aug-18 13:09:23 WIB, Lok:8.80 LS,112.46 BT (68 km BaratDaya KAB-MALANG-JATIM), Kedlmn:13 Km ",1
Laporan Aktivitas Gunung Merapi tanggal 2430 April 2020. ? ?  Kubah lava saat ini dalam kondisi stabil. ?  Tingkat aktivitas Waspada (Level II).?  Potensi bahaya saat ini berupa awanpanas dari runtuhnya kubah lava dan lontaran material vulkanik dari letusan eksplosif.,1
ini yg buat laporan kp,0
" Gempa Magnitudo:5.0, 10-Jun-21 17:12:45 WIB, Lok:4.96 LS, 102.97 BT (Pusat gempa berada di Laut 45 km BaratDaya Kaur), Kedlmn:10 Km Dirasakan (MMI) III-IV Kaur, III Lampung Barat, II - III Manna, II Bengkulu, Kepahiang BMKG ",1
" Gempa Mag:3.7, 25-Mar-21 17:54:00 WIB, Lok:8.38 LS, 117.39 BT (Pusat gempa berada di laut 12 km barat laut Sumbawa), Kedlmn:10 Km Dirasakan (MMI) III Sumbawa Besar BMKG ",1
Puting Beliung Rusak 27 Rumah di Cirebon,1
" Gempa Dirasakan Magnitudo: 5.8, Kedalaman: 10 km, 23 Feb 2021 02:22:09 WIB, Koordinat: 1.50 LU-121.97 BT (Pusat gempa berada di laut 90 km TimurLaut Buol), Dirasakan (MMI): III Bone Bolango BMKG ",1
fpi dilarang wagub dki sampaikan hal ini,0
" Gempa Mag:5.5, 15-Apr-21 17:36:22 WIB, Lok:10.59 LS,116.99 BT (204 km Tenggara SUMBAWABARAT-NTB), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
" Gempa Mag:4.9, 26-Mei-21 20:38:05 WIB, Lok:2.95 LU, 98.36 BT (Pusat gempa berada di darat 23 km Barat daya Karo), Kedlmn:120 Km Dirasakan (MMI) II Subulussalam , Aceh Selatan BMKG ",1
ya sebaiknya ngga usah nyerempet siapa apa juga sih asal ora ngeribeti silahkan aja istilahnya arep ngerayake tahun baru karepmu ora yo karepmu sing masalah ki nek bali party nabrak apotek itu baru masalah,0
seorang ibu hamil menjadi salah satu korban keracunan tumis kangkung yang diduga tak sengaja dimasak memakai oli kondisi bayi di kandungan sehat,0
" Gempa Dirasakan Magnitudo: 6.5, Kedalaman: 10 km, 10 Feb 2021 19:52:27 WIB, Koordinat: 5.63 LS-101.60 BT (Pusat gempa berada di laut 80 km BaratDaya Enggano), Dirasakan (MMI): II-III Enggano, II Kota Bengkulu, II Kepahiang BMKG ",1
" Gempa Mag:3.7, 22-Okt-20 00:38:15 WIB, Lok:7.00 LS, 106.32 BT (Pusat gempa berada di laut 10 km Tenggara Bayah Kab. Lebak), Kedlmn:8 Km Dirasakan (MMI) III Sawarna BMKG ",1
jakarta amp sekitarnya tdk aman jg wilayah jawa krn lempengan di laut selatan pun ada potensi gempa kpn nya blm tahu tp jgn panik sesuatu yg terjadi amp hidup matinya suatu makhluk itu di tangan allah knp ibu kota pindah faktor alam yg jls,0
tetap happy ya bund walau jadi korban banjir prayforkalsel kalseljugaindonesia,0
" Gempa Mag:2.6, 05/01/2021 13:23:40 (Pusat gempa di darat 10 km Selatan Bungku, Kab. Morowali), Kedlmn:8 Km Dirasakan (MMI) II Bahodopi, BMKG",1
saya mengajukan diri pada produsernya tampaknya usai beberapa nama sutradara ngga berjodoh akhirnya skrip horor itu jatuh ke saya tapi membaca skripnya aja saya ngga berani malam malam saya terlalu takut dan tampaknya mood itu terasa,0
lalu apa film ketiga saya cinta brontosaurus dari buku raditya dika saya sutradara pilihan ketiga sutradara pertama menolak sutradara kedua entah kenapa batal jatuhlah film itu ke saya tapi awalnya saya menolak tiga kali,0
saya hadir secara virtual memperingati 100 tahun institut teknologi bandung siang tadi di tengah persaingan global kini peran pendidikan tinggi termasuk itb harus makin signifikan memandu perubahan menggagas inovasi dan membuat indonesia semakin disegani dirgahayu itb,0
attahu halilintar petir badai kesambar ufo,0
"Terjadi awanpanas guguran di G. Merapi pada tanggal 21/07/2019 pukul 09.04 WIB dengan amplitudo 65 mm, durasi 110 detik, jarak luncur 1100 meter ke arah hulu Kali Gendol. StatusWaspada sejak 21 Mei 2018",1
gw sih ga sadar yah denger bunyi dentuman atau gak cuma yang gw sadar betul itu emang berasa ada getaran gw sampe mikir ini gempa bukan sih karena emang aneh kan kalau gempa tuh goyang ini bergetar aja,0
"Potensi bahaya saat ini berupa guguran lava dan awanpanas pada sektor selatanbarat daya meliputi sungai Boyong, Bedog, Krasak, Bebeng, dan Putih sejauh maksimal 5 km. Sedangkan lontaran material vulkanik bila terjadi letusan eksplosif dapat menjangkau radius 3 km dari puncak.",1
" Gempa Mag:4.7, 04-Feb-21 16:58:02 WIB, Lok:2.75 LS, 122.36 BT (Pusat gempa berada di laut 26 km Timur Bahodopi-Kab. Morowali), Kedlmn:10 Km Dirasakan (MMI) III-IV Morowali BMKG ",1
sedih masa pkp haritu try tanam tp jd ranting kekeringan tanpa cinta,0
menteri kesehatan budi gunadi sadikin bersama menteri luar negeri retno marsudi menyambut kedatangan 1 8 juta vaksin sinovac asal china menkes menyampaikan permintaan presiden agar tugas vaksinasi nasional sesuai target dan berjalan baik,0
ketakutan yang ada dipikiran gua akhirnya kejadian walaupun gua gak disitu covid19 stay home di rumah aja gempa mesti keluar rumah,0
" Gempa Dirasakan Magnitudo: 4.6, Kedalaman: 165 km, 07 Jun 2021 10:52:55 WIB, Koordinat: 0.31 LU-122.11 BT (Pusat gempa berada di laut 21 km Tenggara Paguat), Dirasakan (MMI): III Bone Bolango, II-III Gorontalo, II Telaga Biru BMKG ",1
" Gempa Mag:4.7, 25-Apr-21 13:33:22 WIB, Lok:0.47 LU, 122.33 BT (Pusat gempa berada di Laut 6 km Barat Daya Boalemo), Kedlmn:118 Km Dirasakan (MMI) II Limboto, II - III Gorontalo BMKG ",1
"Ponorogo, III Mataram, III Trenggalek, III Pacitan, III Bantul, III Sleman, III Kulonprogo, III Kuta, III Denpasar, III Gianyar, III Lombok Barat, III Ngawi, III Tabanan, II Magelang, II Cilacap, II Pasuruan, II Wonogiri, II Klaten, II Gempa BMKG",1
banjir ka mei,0
" Gempa Mag:3.3, 21-Jan-21 14:35:00 WIB, Lok:8.38 LS, 120.53 BT (Pusat gempa berada di darat 26 km timur laut Ruteng-Kab. Manggarai), Kedlmn:30 Km Dirasakan (MMI) II Ruteng BMKG ",1
" Gempa Dirasakan Magnitudo: 4.2, Kedalaman: 7 km, 16 Mar 2021 12:17:34 WIB, Koordinat: 1.43 LS-119.71 BT (Pusat gempa berada di Darat 24 km arah tenggara Lalundu), Dirasakan (MMI): III Lalundu, III Kulawi, III Dolo Selatan, II-III Dolo BMKG ",1
santuy badai doang,0
dulu pas tsunami 2018 juga krakatau nih misterius katanya tbtb tsunami pdhl gada gempa sebelum nya wallahualam,0
"Awanpanas guguran Gunung Merapi terjadi pada tanggal 14 Juli 2019 pukul 23:53 WIB. Terekam dengan amplitudo 50 mm, durasi 95 detik, dan jarak luncur 950 m ke arah hulu Kali Gendol. Statuswaspada sejak 21 Mei 2018",1
" Gempa Mag:5.2, 03-Nov-20 08:51:03 WIB, Lok:0.27 LU,97.90 BT (35 km Tenggara NIASSELATAN-SUMUT), Kedalaman:10 Km, tidak berpotensi tsunami BMKG",1
" Gempa Mag:5.4, 13/12/2020 15:39:52 (Pusat gempa di Laut 228 km BaratDaya Bantul), Kedlmn:22 Km Dirasakan (MMI) II-III Yogyakarta, II-III Bantul, II-III Sleman, BMKG",1
pekerjaan proyek padat karya irigasi di desa ketanggan batang jawa tengah yang saya tinjau hari ini menyerap 50 tenaga kerja selama 100 hari proyek ini untuk mempertahankan daya beli masyarakat terdampak di tengah pandemi dengan memberdayakan perkumpulan petani setempat,0
itu kekeringan sayang jan lupa pake handbody setiap selesai mandi ya,0
cepat atau lambat kita harus mengakui bahwa bumi memiliki hak juga hidup tanpa polusi apa yang manusia harus tahu adalah bahwa manusia tidak bisa hidup tanpa bumi namun planet ini dapat hidup tanpa manusia dentuman gempa covid 19,0
Puting Beliung Sapu Lereng Merapi,1
bpom klaim keamanan vaksin sinovac laporan khusus,0
kapasitas yia kini 20 juta penumpang per tahun jauh lebih banyak dibandingkan dengan bandara adisucipto yang hanya 1 6 juta per tahun kalau di masa pandem ini yia belum langsung ramai tentu kita maklum nanti begitu vaksinasi covid 19 dimulai tentu bandara ini akan ramai,0
luhut binsar pandjaitan mengingatkan ramalan multi bencana mulai bulan oktober seperti hujan deras tanah longsor dan mungkin saja tsunami luhut mewaspadai soal kasus virus corona covid 19 di periode tersebut luhutpandjaitan,0
aturan privasi baru yang akan diterapkan whatsapp membuat perusahaan di bawah facebook ini banjir kritikan dan membuat sebagian user eksodus,0
iyaaaa bener bgt mana gambaran gempa bumi disitu kaya nyata dampak setelahnya jg kemungkinan sama keadaan yg bakal terjadi sm negara kita,0
ada pesan sangat penting yang aku sampaikan lewat video ini semoga teman twitter paham dan sadar dari gempa krakatau semeru merapi dentuman sepertinya kita semua sedang disadarkan atas peringatan tentang hari kiamat ya tuhan ya allah amal kita masih belum cukup,0
" Gempa Mag:3.0, 14-Jan-21 10:58:49 WIB, Lok:1.31 LS, 123.24 BT (Pusat gempa berada di Laut 6 km Barat Salakan, Kab.Banggai Kepulauan), Kedlmn:10 Km Dirasakan (MMI) II Salakan BMKG ",1
bangun kondisi samping rumah udah banjir ajaa,0
hardiknas diperingati hari ini minggu 2 5 2021 apa saja tips agar anak tidak bosan melakukan sekolah daring,0
" Gempa Dirasakan Magnitudo: 2.5, Kedalaman: 1 km, 25 Apr 2021 12:50:59 WIB, Koordinat: 3.16 LU-98.53 BT (Pusat gempa berada di darat 7 km Timur Laut Kab. Karo), Dirasakan (MMI): III Kabanjahe BMKG ",1
" Gempa Mag:4.7, 04/02/2021 16:58:02 (Pusat gempa di laut 26 km Timur Bahodopi-Kab. Morowali), Kedlmn:10 Km Dirasakan (MMI) III-IV Morowali, BMKG",1
di tengah masa sulit pandemi ini selain berikhtiar dengan berbagai usaha lahiriah kita juga wajib melakukan ikhtiar batiniah dengan tak henti memanjatkan doa memohon pertolongan allah swt agar rakyat bangsa dan negara kita juga dunia segera terbebas dari pandemi ini,0
" Gempa Dirasakan Magnitudo: 3.5, Kedalaman: 10 km, 19 Mei 2021 11:50:48 WIB, Koordinat: 1.11 LS-120.55 BT (Pusat gempa berada di darat 8 km utara Tambarana-Kab. Poso), Dirasakan (MMI): II - III Tambarana BMKG ",1
tak ada gelar griya open house mudik atau salat ied di lapangan pada hari lebaran tahun ini memang ini berat tapi kita alami dan hadapi bersama sama semoga pandemi ini segera berlalu agar kita dapat bertemu dan saling melepas rindu,0
gempa banjir virus erupsi wake me up when 2020 ends,0
kalau banjir cuma nyalahin hujan ya gak bakal kelar bakal berulang terus coba cek faktor lain siapa tau ada penggundulan hutan penyalahgunaan lahan untuk sawit budaya buang sampah sembarangan masalah masalah kronis indonesia,0
aku juga ga kebayang susahnya jd presiden di republik ini tapi jokowi pemimpin tertinggi dengan mendagri orgnya doi panglima tni orgnya doi kabareskrim orgnya juga pak mahfud udah on his side ada jenderal luhut juga he can do more lah,0
pelaku di video pribadi menjadi tersangka atau korban ini selengkapnya,0
"14. Dampak banjir di Lampung Tengah menyebab 6 orang tewas. 458 KK terdampak dan ratusan rumah terendam itu itu diantaranya berada di Kampung Goras Jaya sebanyak 276 KK, Sinar Banten 161 KK, Kesuma Jaya 12 KK dan Kesumadadi 9 KK. Penanganan darurat masih terus dilakukan.",1
" Gempa Mag:4.3, 10-Mar-21 19:50:00 WIB, Lok:1.02 LU, 124.49 BT (Pusat gempa berada di darat 24 km BaratDaya Amurang-Minsel), Kedlmn:10 Km Dirasakan (MMI) III Modayag, II Tomohon , III Amurang BMKG ",1
mayat pria bercelana dalam merah muda dan memakai bra menggegerkan warga tanjungmekar karawang minggu 2 5 2021,0
"Info Gempa Magnitudo:5.0 SR, 07-Dec-16 23:05:37 WIB, Lok:5.56 LU,95.75 BT (32 km TimurLaut KAB-ACEHBESAR), Kedlmn:10 Km ::BMKG",1
tapi entah karena bujet atau apa kereta2 itu hanya dimodif dgn memasang ac split model rumahan,0
as roma tumbang 0 2 di markas sampdoria kekalahan ini membuat serigala ibu kota dipastikan gagal finis di empat besar liga italia musim ini,0
" Gempa Mag:4.7, 15/01/2021 18:28:26 (Pusat gempa di laut 49 km BaratDaya Sinabang), Kedlmn:10 Km Dirasakan (MMI) II-III Sinabang, BMKG",1
" Gempa Magnitudo: 5.0, Kedalaman: 142 km, 27 Mar 2021 15:46:41 WIB, Koordinat: 2.44 LU-98.96 BT (12 km BaratLaut TOBASAMOSIR-SUMUT), Tidak berpotensi tsunami BMKG ",1
polisi hotel dalam kasus video pribadi gisel di medan,0
kalo gempa gw ga ngerasa si tapi kalo suara2 itu gw denger bgt sampe kirain tetangga lg berantem,0
akibat abrasi pantai tirtamaya terancam punah daerah daerah headline,1
"Angin Puting Beliung Landa Tapanuli Utara, 2 Orang Terluka ",1
Belasan Rumah Rusak Diterjang Puting Beliung,1
hari pendidikan nasional selalu dirayakan untuk mengenang jasa ki hadjar dewantara bagi dunia pendidikan di indonesia,0
" Gempa Mag:6.0, 10-Apr-21 16:30:45 WIB, Lok:3.99 LU, 124.73 BT (Pusat gempa berada di laut 94 km barat laut Tahuna-Kep. Sangihe), Kedlmn:295 Km Dirasakan (MMI) III Talaud, II-III Ternate, II-III Sanana, II-III Tobelo, II-III Kao BMKG ",1
semalem mimpi gempa bangun baca berita erupsi yaallah,0
"Awanpanas guguran G. Merapi terjadi pd tgl 09/03/2019 pukul 05.00 WIB dgn durasi 76 detik, jarak luncur 750 m, arah ke hulu K. Gendol. Awanpanas masih dlm jarak aman rekomendasi, masyarakat diimbau untuk tetap tenang. StatusWaspada sejak 21 Mei 2018 ",1
simpatisan fpi kooperatif saat diminta mencopot atribut yang ada di rumahnya,0
" Gempa Mag:3.5, 04-Jan-21 01:27:39 WIB, Lok:2.82 LS, 122.15 BT (Pusat gempa berada di darat 4 km tenggara Bahodopi), Kedlmn:16 Km Dirasakan (MMI) II Morowali BMKG ",1
" Gempa Mag:5.4, 04-Dec-20 02:48:40 WIB, Lok:3.15 LU,98.16 BT (37 km BaratLaut KAB-KARO-SUMUT), Kedalaman:131 Km, tidak berpotensi tsunami BMKG",1
" Gempa Mag:3.6, 04/01/2021 03:32:13 (Pusat gempa di laut 21 km tenggara Bungku), Kedlmn:28 Km Dirasakan (MMI) II-III Bungku Tengah, BMKG",1
" Gempa Mag:5.2, 05-Nov-20 05:21:49 WIB, Lok:7.57 LS,106.05 BT (74 km BaratDaya BAYAH-BANTEN), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
ternyata nikita willy pernah jadi mak comblang jordi onsu,0
wah ernest mualaf,0
malam tahun baru lalu lintas sekitar bundaran hi sepi,0
tolong segi manfaatnya omnibus utk lingkungan apa malah merusak hutan menimbulkan bencana banjir dan tanah longsor merugikan smua org dgn mudahnya lara penguasa menggunduli hutan,0
" Banjir di Kab. Subang, Prov. Jawa Barat. Korban Jiwa : - 3.131 KK / 8.582 Jiwa Pengungsi Kerugian Material : - 14.000 Unit Rumah Terendam - 8.149 Ha Unit Sawah Terendam - 2.807 Ha Unit Kolam Terendam PusdalopsBNPB ?? ",1
 Awanpanas guguran terjadi sebanyak 7 kali dengan jarak luncur maksimal teramati sejauh 2.000 m ke arah barat daya dan terekam pada seismogram dengan amplitudo maksimal 56 mm dan durasi 170 detik.,1
setujui vaksin covid 19 buatan universitas oxford dan astrazeneca inggris segera vaksinasi massal,0
suami pas subuh tiba2 nanya kamu semalem ngerasa kayak gempa gak dan kayak ada suara raksasa jalan gitu trus di mimpi ada bapa2 bilang itu anak krakatau 2 kali meletus pas abis shalat ku buka notif hp ada beritanya padahal suami belom buka hp sama sekali tangerang,0
artis muda mewarisi bakat akting dari orang tua yang juga berkecimpung di dunia hiburan mereka lebih dahulu dikenal sebagai pesinetron legendaris pada masanya detiknetwork,0
2 mean lemah thd data pencilan outlier oleh karena itu mean jarang digunakan untuk merepresentasikan populasi scr keseluruhan misalnya di 1 kls mean tinggi badan 1 7 m ternyata di kls tsb ada 1 anak yg tingginya 2 1 m misal makanya meannya kepengaruh sama outlier tadi,0
" Gempa Magnitudo: 6.4, Kedalaman: 10 km, 20 Apr 2021 06:58:20 WIB, Koordinat: 0.21 LU-96.42 BT (142 km BaratDaya NIASBARAT-SUMUT), Tidak berpotensi tsunami BMKG ",1
"Update penanganan Banjir Bandang di Kab. Luwu Utara, Sulawesi Selatan per 26 Juli 2020 Pukul 23.00 WIB. BanjirBandangLuwuUtara BanjirLuwuUtara ",1
produser yg org sunda itu jadi saksi sejak film mulai anak surabaya ngga berhenti ketawa bahkan ketika kang bakso mengetuk ngetukkan mangkok bakso dgn sendoknya kita bikin premier di jakarta kita undang jokowi katanya kemudian,0
jelang mudik lebaran 2021 sejumlah klaster covid 19 baru bermunculan di berbagai daerah di indonesia mulai dari klaster tarawih hingga takziah,0
cegah penyebaran covid 19 gubernur jateng ganjar pranowo rayakan malam tahun baru secara virtual,0
" Gempa Dirasakan Magnitudo: 2.7, Kedalaman: 2 km, 01 Mar 2021 02:00:19 WIB, Koordinat: 0.64 LS-127.54 BT (Pusat gempa berada di darat 5 km Timur Laut Labuha), Dirasakan (MMI): II Labuha BMKG ",1
bener kata untuk pejuang jalan lintas memang harus pake kacamata anti badai biar gak gampang sakit mata,0
gils ngegas pol btw jangan lupa di awal dikasih penentuan topik biar nanti pas ketemu topik yg cocok cari referensinya lebih gampang,0
" Gempa Dirasakan Magnitudo: 5.1, Kedalaman: 36 km, 15 Feb 2021 11:57:14 WIB, Koordinat: 1.04 LU-98.75 BT (Pusat gempa berada di laut 68 km barat daya Padang Sidempuan), Dirasakan (MMI): III Aek Godang, III Pandan, III Sibolga BMKG ",1
hujan deras yang berujung pada tanah longsor menimbulkan duka di selatan jakarta sebab seorang ibu yang tengah mengandung buah hatinya meregang nyawa,1
" Gempa Mag:4.0, 30-Des-20 01:44:15 WIB, Lok:3.99 LS, 121.40 BT (Pusat gempa berada di darat 9.9 km Tenggara Samaturu, Kab Kolaka), Kedlmn:10 Km Dirasakan (MMI) II-III Kolaka BMKG ",1
Puting Beliung Rusak 8 rumah dan 2 sekolah di Blitar,1
corona gempa gunung jebluk wela wela wela,0
mohon doa dan dukungan nya agar relawan bisa membantu penyintas banjir,1
rangkai kata di trending krakatau amp dajjal menyebabkan suara dentuman ya allah gempa jga smpe bekasi kedengeran bgt smoga tsunami yg kenceng ga trjdi di palu pinkchella1year slalu berdoa terus agar stay safe dri bunyi aneh amp semoga baik2 aja sampe jam 2 thun depan,0
"Mengira Ada Angin Puting Beliung, Warga Cinere Sempat Panik ",1
wali kota makassar moh ramadhan danny pomanto ngamuk saat sidak ke mal panakukang danny ngamuk lantaran melihat kerumunan warga tanpa protokol kesehatan,0
masalah eletronik pada motornya membuat valentino rossi tak maksimal pada dua sesi terakhir sebelum balapan motogp spanyol 2021,0
Puting Beliung Hancurkan 15 Rumah Di Tasikmalaya,1
" Gempa Mag:5.1, 14-Mei-21 15:17:43 WIB, Lok:4.27 LU,127.83 BT (131 km TimurLaut MELONGUANE-SULUT), Kedlmn:23 Km, tdk berpotensi tsunami BMKG ",1
tiba tiba inget percakapan sama temen kamu kok ga tinggal di jogja aja katanya suka sama suasananya suka sih tapi aku takut jogja itu sering gempa,0
saya bilangin ya semua orang ingat penggundulan hutan penyebab banjir saat ada banjir aja entar banjir lewat ya lanjut nebangin pohonnya,0
"6. Tanggal 20 Januari 2021 pukul 16.56 WIB, awanpanas guguran tercatat di seismogram dengan amplitudo 15 mm dan durasi 96 detik. Jarak luncur tidak teramati karena cuaca berkabut dan mendung. ",1
imf memprediksi pertumbuhan ekonomi global akan minus 2 5 sebulan kemudian bank dunia menyampaikan pertumbuhannya minus 5 tiga minggu lalu prediksi oecd bilang minus 6 7 6 bagaimana pun kita terus berjuang menyelesaikan soal covid 19 dan ekonomi di negara kita,0
tadi gempa kirain truk lewat coba liat jam eh mau jam 2 ohh anak kos buka pagar kali yaaa ternyataaaa,0
Angin Puting Beliung Rusak Belasan Rumah di Deli Serdang,1
" Banjir di Kab. Banyuwangi, Prov. Jawa Timur. Kerugian Materil : - 10 unit rumah (RS) - 40 unit rumah (RB) - 3 unit jembatan albrol/terputus (RB) - 6 Ha kebon jagung (RB) - 20 Ha kebun jagung terdampak PusdalopsBNPB ?? ? jatim? ",1
"Banjir Bandang terjadi di Desa Bolapapu, Kec. Kulawi, Kab. Sigi, Prov. Sulawesi Tengah Pkl. 21.20 WITA Sabtu (8/8). Dampak: Korban Jiwa : 12 KK mengungsi ke rumah kerabat dan gedung SD Kerugian Materil : 7 unit rumah rusak. BanjirBandang BanjirKabSigi PusdalopsBNPB ",1
soal dentuman ini bagiannya pvmbg jadi bukan bagian bmkg perlu diketahui pvmbg ini lebih ke vulkanologi atau aktivitas dalam perut bumi seperti magma lempengan bumi dan sebagainya sementara bmkg lebih ke cuaca dan fenomena seperti gempa tsunami dan gunung meletus,0
Banjir di Cilacap Jawa Tengah: via,1
" Gempa Mag:5.1, 18-Nov-20 06:04:40 WIB, Lok:9.50 LS,119.02 BT (10 km TimurLaut KODI-SUMBABARATDAYA-NTT), Kedalaman:10 Km, tidak berpotensi tsunami BMKG",1
giliran merapi meletus kagak ada yg bikin kata kata begitu giliran ada gempa kagak ada yg bikin kata kata begitu giliran ada bencana laen kagak ada yg bikin kata kata begitu ya allah kan jarjit bilang juga apaan mereka tuh mau caper sama nitijen,0
presiden jokowi bertanya kepada mendikbud ristek nadiem makarim tentang filosofi ki hajar dewantara di dunia pendidikan apa jawaban nadiem,0
Pada erupsi Merapi tanggal 21 Juni 2020 pukul 09.13 dan 09.27 WIB tidak terjadi awanpanas letusan maupun awanpanas guguran.,1
cerita tentang ibu rima ke pasar pagi suatu hari 1 2,0
" Gempa Dirasakan Magnitudo: 4.9, Kedalaman: 138 km, 13 Mar 2021 21:29:16 WIB, Koordinat: 0.13 LS-123.34 BT (Pusat gempa berada di laut 77 km Tenggara BONEBOLANGO), Dirasakan (MMI): II Kota Gorontalo, II-III Luwuk BMKG ",1
tiga bulan ini kita dalam suasana pandemi suasana krisis maka saya mendorong para menteri dan pimpinan lembaga untuk bekerja ekstra keras segala tindakan dan keputusan harus luar biasa semua demi tanggung jawab kepada 267 juta rakyat indonesia,0
" Gempa Mag:5.1, 17-Des-20 15:30:50 WIB, Lok:0.23 LU, 125.01 BT (Pusat gempa berada di laut 73 km Tenggara Tutuyan-BolTim), Kedlmn:24 Km Dirasakan (MMI) II Manado, II Bolaang Mangondow Selatan, II Tutuyan BMKG ",1
bagaimana corona mengubah dunia dimulai dari cara hidup kita semua,0
11 Rumah Rusak Berat Dihantam Puting Beliung di Pagaralam,1
pasti pa ii,0
" Gempa Dirasakan Magnitudo: 5.5, Kedalaman: 93 km, 17 Apr 2021 08:04:52 WIB, Koordinat: 5.05 LU-95.31 BT (Pusat gempa berada dilaut 39 km BaratDaya JANTHO-ACEHBESAR), Dirasakan (MMI): IV Banda Aceh, III Pidie Jaya, III Nagan Raya, III Lhokseumawe BMKG ",1
it s my pleasure terima kasih udah selalu bikin mood naik setiap update kebucinan obat dimasa kekeringan moment ini,0
"Puting Beliung Banjarnegara, Satu Tewas: via ",1
" Gempa Mag:2.9, 04-Jun-21 20:46:27 WIB, Lok:2.54 LU, 98.78 BT (Pusat gempa berada di darat 12 km tenggara Samosir), Kedlmn:1 Km Dirasakan (MMI) II Samosir BMKG ",1
tni polri copot poster rizieq shihab amp fpi di sidoarjo,0
