text,label
udah ada hal kaya gini aja hadist dan dalil kalian semua pada keluar tanpa tau dasar dan hanya tau dari google udah berasa ilmunya paling tinggi dentuman gempa,0
" Gempa Mag:2.7, 03/11/2020 22:01:11 (Pusat gempa di laut 25 km BaratDaya Kebumen), Kedlmn:13 Km Dirasakan (MMI) I-II Kebumen, BMKG",1
" Gempa Mag:5.2, 25/01/2021 01:42:07 (Pusat gempa di darat 14 km timur laut Teluk Bintuni), Kedlmn:10 Km Dirasakan (MMI) II-III Sorong, BMKG",1
jangan ditonton jangan komentar bahkan jangan di dislike karena even hanya dislike itu udah bisa naikin traffic video nya dan bikin videonya trending dan jadi duit buat dia kalau bisa di report videonya,0
Awanpanas guguran Merapi tanggal 3 Mei 2021 pukul 04.30 WIB tercatat di seismogram dengan amplitudo 50 mm dan durasi 133 detik. Jarak luncur 1800 meter ke arah barat daya. MerapiSiaga sejak 5 November 2020,1
"Info Gempa Magnitudo:5.3 SR, 06-Aug-16 17:55:57 WIB, Lok:7.15 LS,129.34 BT (228 km BaratLaut MALUKUTENGGARABRT), Kedlmn:187 Km ::BMKG",1
"Fenomena angin puting beliung terjadi di Kecamatan Gambut, Kabupaten Banjar, Provinsi Kalimantan Selatan. Peristiwa tersebut terjadi pada Jumat lalu (28/5), pukul 14.59 waktu setempat. Tidak ada korban jiwa akibat peristiwa ini. Selengkapnya: ",0
Awanpanas guguran Merapi tanggal 4 Maret 2021 pukul 21.42 WIB. Awanpanas tercatat di seismogram dengan amplitudo 25 mm dan durasi 126 detik. Jarak luncur ?1300 m ke arah barat daya. MerapiSiaga sejak 5 November 2020,1
"Awan panas guguran dari Gunung api Semeru berjarak luncur hingga 2.000 meter ke arah Besuk Kobokan pada Selasa (1/12), pukul 01.23 WIB oleh Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) yang berada di Pos Pengamatan Gunung Semeru. Selengkapnya : ",1
nomor hp menjadi salah satu hal yang biasa dijadikan sebagai jalan verifikasi suatu akun sehingga keamanannya penting untuk dijaga,0
" Gempa Magnitudo: 5.2, Kedalaman: 10 km, 26 Feb 2021 18:02:32 WIB, Koordinat: 0.54 LS-127.51 BT (11 km TimurLaut LABUHA-MALUT), Tidak berpotensi tsunami BMKG ",1
" Gempa Mag:5.3, 03-Des-20 03:36:21 WIB, Lok:3.41 LS, 123.37 BT (Pusat gempa berada di laut 78 km TimurLaut Konawe), Kedlmn:10 Km Dirasakan (MMI) IV Kendari BMKG ",1
coba resep rengginang kekinian dengan taburan bubuk keju untuk isi stoples lebaran rasa gurihnya bikin ketagihan,0
"Info Gempa Magnitudo:5.1 SR, 14-Aug-16 11:18:47 WIB, Lok:6.40 LS,127.10 BT (175 km TimurLaut MALUKUBRTDAYA), Kedlmn:10 Km ::BMKG",1
" Gempa Dirasakan Magnitudo: 5.1, Kedalaman: 17 km, 12 Mei 2021 03:44:42 WIB, Koordinat: 1.60 LS-99.29 BT (Pusat gempa berada di darat 55 km Barat Laut Kepulauan Mentawai), Dirasakan (MMI): II-III Mentawai, I - II Padang BMKG ",1
" Gempa Mag:2.9, 24-Apr-21 15:41:23 WIB, Lok:7.24 LS, 107.74 BT (Pusat gempa berada di darat 17 km barat daya Kab. Garut), Kedlmn:3 Km Dirasakan (MMI) III Kab. Garut BMKG ",1
" Gempa Dirasakan Magnitudo: 5.1, Kedalaman: 10 km, 29 Apr 2021 14:26:34 WIB, Koordinat: 1.57 LS-134.39 BT (Pusat gempa berada di Laut 84 km Tenggara MANOKWARISEL), Dirasakan (MMI): III Ransiki, III Oransbari BMKG ",1
"Info Gempa Magnitudo:5.3 SR, 28-Oct-16 07:42:00 WIB, Lok:2.33 LS,140.27 BT (52 km BaratLaut… ",1
" Gempa Mag:5.2, 16-Jan-21 06:00:05 WIB, Lok:1.44 LU,126.02 BT (99 km Timur BITUNG-SULUT), Kedalaman:73 Km, tidak berpotensi tsunami BMKG",1
"Korban Awan Panas Gn. Sinabung: 14 MD, 3 LB (data sampai dengan 10.00 WIB)",1
the tsunami jakarta 2050 trailer cities skylines jakarta2050 dentuman krakatau depok godzilla gempa jabodetabek lampung bmkg covid 19,1
setelah minum korban meminta en untuk membeli lagi miras namun saat itu korban menolak dan tidak mau minum lagi hingga terjadi perkelahian,0
kebun melon di taman wisata pkk agro park telah resmi dibuka untuk masyarakat kebun seluas 10 hektare ini diharapkan dapat menjadi destinasi wisata baru yang menarik para wisatawan datang ke lampung ad completefortwo,0
lalu apa film ketiga saya cinta brontosaurus dari buku raditya dika saya sutradara pilihan ketiga sutradara pertama menolak sutradara kedua entah kenapa batal jatuhlah film itu ke saya tapi awalnya saya menolak tiga kali,0
" Gempa Mag:2.6, 28-Nov-20 22:19:55 WIB, Lok:4.08 LS, 122.46 BT (Pusat gempa berada di darat 3 km BaratLaut Konawe Selatan), Kedlmn:5 Km Dirasakan (MMI) II Konawe Selatan BMKG ",1
dan aplikasi bmkg g menampakkan sesuatu apapun gempa ato tanda lainnya biasanya selalu update,1
" Gempa Mag:4.6, 02-Des-20 20:54:48 WIB, Lok:5.85 LS, 105.02 BT (Pusat gempa berada di laut 50 km Selatan Pesawaran), Kedlmn:10 Km Dirasakan (MMI) III Pringsewu, III Pesawaran, III Natar, III Bandar Lampung BMKG ",1
meski pemerintah melarang mudik lebaran tahun ini mulai 6 17 mei namun kebutuhan masyarakat untuk berwisata akan meningkat selama lebaran,0
"Info Gempa Magnitudo:5.3 SR, 27-Feb-18 14:19:24 WIB, Lok:6.39 LS,142.72 BT (273 km Tenggara BOVENDIGOEL-PAPUA), Kedlmn:10 Km ::BMKG",1
" Gempa Mag:4.6, 28/10/2020 13:49:14 (Pusat gempa di Laut 72 km Tenggara KAB-BLITAR), Kedlmn:60 Km Dirasakan (MMI) II Sawahan, II Kediri, II Pacitan, II-III Blitar, II-III Tulungagung, II-III Trenggalek, II-III Malang, BMKG",1
" Gempa Dirasakan Magnitudo: 5.9, Kedalaman: 329 km, 04 Apr 2021 01:42:02 WIB, Koordinat: 5.12 LS-128.19 BT (Pusat gempa berada di Laut 162 km BaratDaya Ambon), Dirasakan (MMI): II-III Ambon BMKG ",1
" Gempa Magnitudo: 5.8, Kedalaman: 24 km, 05 Mar 2021 14:32:54 WIB, Koordinat: 1.76 LS-99.14 BT (54 km BaratLaut KEP-MENTAWAI-SUMBAR), Tidak berpotensi tsunami BMKG ",1
" Gempa Mag:4.9, 27-Jan-21 19:45:27 WIB, Lok:2.71 LS, 138.90 BT (Pusat gempa berada di Darat 74km Tenggara Mamberamo Tengah), Kedlmn:25 Km Dirasakan (MMI) II-III Sarmi BMKG ",1
Awanpanas guguran Merapi tanggal 2 April 2021 pukul 5.00 WIB tercatat di seismogram dengan amplitudo 35 mm dan durasi 142 detik. Jarak luncur ?1500 m ke arah barat daya. MerapiSiaga sejak 5 November 2020,1
BPPTKG melaporkan adanya kejadian guguran awan panas Gunung Merapi pada Kamis (7/1) pukul 08.02 WIB yang tercatat di seismograf dengan amplitudo maksimal 28 milimeter dan durasi 154 detik. Selengkapnya : InfoBencanaBNPB,1
kalau banjir cuma nyalahin hujan ya gak bakal kelar bakal berulang terus coba cek faktor lain siapa tau ada penggundulan hutan penyalahgunaan lahan untuk sawit budaya buang sampah sembarangan masalah masalah kronis indonesia,0
" Gempa Mag:3.7, 22-Okt-20 00:38:15 WIB, Lok:7.00 LS, 106.32 BT (Pusat gempa berada di laut 10 km Tenggara Bayah Kab. Lebak), Kedlmn:8 Km Dirasakan (MMI) III Sawarna BMKG ",1
"Telah terjadi Awan Panas Guguran (APG) Gunung Semeru dengan jarak luncur kurang lebih 4,5 KM pada Sabtu (16/1) pkl 17.24 WIB. Semeru InfoBencana BNPBIndonesia ",1
" Gempa Mag:5.7, 05-Mei-21 05:59:12 WIB, Lok:1.53 LU, 127.19 BT (Pusat gempa berada di laut 48 km barat laut Halmahera Barat), Kedlmn:133 Km Dirasakan (MMI) III Bitung, III Manado, II Ternate, II Molibagu, II Sanana BMKG ",1
na setuju bgt ak jg tinggal di kalsel tp alhamdulillah gak kena banjir kamu staysafe ya prayforkalsel kalseljugaindonesia prayforsulbar,0
"Terjadi awanpanas guguran di G. Merapi pd tgl 27/03/2019 pukul 04.23 WIB dgn durasi 150 detik, jarak luncur 1.500 m ke arah hulu Kali Gendol. StatusWaspada sejak 21 Mei 2018",1
" Gempa Mag:5.3, 09-Nov-20 16:30:24 WIB, Lok:5.13 LS,90.69 BT (1012 km BaratDaya NIASBARAT-SUMUT), Kedalaman:10 Km, tidak berpotensi tsunami BMKG",1
" Gempa Mag:3.3, 28-Apr-21 20:23:50 WIB, Lok:3.44 LS, 128.17 BT (Pusat gempa berada di laut 23 km BaratDaya Kairatu-SBB, 28 km Utara ambon), Kedlmn:10 Km Dirasakan (MMI) II - III Kairatu, II - III Liang BMKG ",1
" Gempa Dirasakan Magnitudo: 3.7, Kedalaman: 2 km, 20 Mar 2021 00:01:11 WIB, Koordinat: 5.64 LS-105.35 BT (Pusat gempa berada di laut 27 km Barat Laut Lampung Selatan), Dirasakan (MMI): III Bandar Lampung, III Lampung Selatan BMKG ",1
setelah kemarin viral video penampakan tangan pagi ini dpt berita info bmkg gunung krakatau merapi gempa ada apa lagi suara berita dentuman dajjal bekasi yang trending ya allah tuhan ku jauhkan kami dari segala marabahaya,1
" Gempa Mag:2.8, 04-Jun-21 16:13:26 WIB, Lok:5.83 LU, 95.30 BT (Pusat gempa berada didarat 7 km BaratDaya Kota Sabang), Kedlmn:5 Km Dirasakan (MMI) II Sabang BMKG ",1
" Gempa Mag:4.7, 18-Feb-21 00:42:05 WIB, Lok:8.67 LS, 118.38 BT (Pusat gempa berada di darat 17 km barat daya Dompu), Kedlmn:113 Km Dirasakan (MMI) II Bima BMKG ",1
"Rangkuman kejadian awanpanas di G. Merapi tanggal 02 Maret 2019 pukul 00:0018:00 WIB. Terjadi 9x awanpanas guguran pada pukul 4:51, 4:54, 5:03, 5:07, 5:10, 5:33, 5:40, 6:05, dan 13.25 WIB. Jarak luncur maksimum 2000 m ke arah Kali Gendol. statuswaspada",1
" Gempa Dirasakan Magnitudo: 4.4, Kedalaman: 4 km, 01 Mei 2021 08:47:25 WIB, Koordinat: 1.29 LU-96.80 BT (Pusat gempa berada di laut 64 km Barat Daya Nias Utara), Dirasakan (MMI): II Nias Utara BMKG ",1
" Gempa Magnitudo: 6.7, Kedalaman: 25 km, 10 Apr 2021 14:00:15 WIB, Koordinat: 8.95 LS-112.48 BT (90 km BaratDaya KAB-MALANG-JATIM), Tidak berpotensi tsunami BMKG ",1
halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir,0
" Gempa Mag:5.1, 28-Apr-21 09:57:28 WIB, Lok:5.07 LS,132.00 BT (103 km BaratLaut TUAL-MALUKU), Kedlmn:37 Km, tdk berpotensi tsunami BMKG ",1
" Gempa Mag:4.6, 14-Jan-21 07:03:20 WIB, Lok:8.06 LS, 120.43 BT (Pusat gempa berada di laut 61 km Barat Laut Ruteng, Manggarai), Kedlmn:10 Km Dirasakan (MMI) III Ruteng, II Labuan Bajo BMKG ",1
" Gempa Mag:3.0, 05-Des-20 19:49:28 WIB, Lok:7.61 LS, 107.44 BT (Pusat gempa berada di laut 66 km Barat Daya Kab. Bandung), Kedlmn:5 Km Dirasakan (MMI) II Garut Selatan BMKG ",1
" Gempa Magnitudo:2.8, 11-Jun-21 10:07:04 WIB, Lok:2.56 LU, 98.75 BT (Pusat gempa berada di darat 8 km tenggara Samosir), Kedlmn:1 Km Dirasakan (MMI) II Kab. Samosir BMKG ",1
masak intelektual kok mistis adalah cara alam semesta menunjukkan bla bla instead mencari ada fakta apa hehehehe,0
" Gempa Mag:5.3, 31/12/2020 17:18:54 (Pusat gempa di laut 38 km tenggara Maumere), Kedlmn:115 Km Dirasakan (MMI) III Maumere, II-III Ende, II Waingapu, BMKG",1
dayana bisa nyedot banjir kah,0
12:18 ada awan panas yg jinak di VolcanoEdu lhoo,0
rabu pagi ini di istana negara jakarta saya secara resmi melantik dewan pimpinan pusat dan dewan pertimbangan pusat legiun veteran republik indonesia dalam sisa masa jabatan tahun 2017 2022 kepada segenap jajaran pengurus lvri saya menyampaikan selamat bekerja,0
jadwal krl beroperasi hingga pukul 22 00 wib pada malam tahun baru,1
" Gempa Mag:4.3, 25/11/2020 11:20:12 (Pusat gempa di laut,26 km Selatan Labuha), Kedlmn:10 Km Dirasakan (MMI) II-III Bacan Timur Tengah, BMKG",1
jadi intinya doomsday clock itu merepresentasikan kondisi geopolitik dunia terhadap potensi terjadinya what so called third world war cara tahunya gimana dari jarum panjangnya semakin jauh ke waktu tengah malam berarti potensi terjadinya perang semakin kecil dan sebaliknya,0
Laporan Aktivitas Gunung Merapi tanggal 511 Maret 2021 Awanpanas guguran terjadi sebanyak 12 kali dengan jarak luncur maksimal 1.500 m ke arah barat daya dan terekam pada seismogram dengan amplitudo maksimal 47 mm dan durasi 148 detik pada tanggal 7 Maret 2021 pukul 21.13 WIB.,1
Awanpanas guguran Gunung Merapi terjadi tanggal 18 Mei 2021 pukul 08.56 WIB amplitudo 46 mm dan durasi 90 detik dengan jarak luncur 800 meter ke baratdaya.,1
" Gempa Mag:2.8, 11-Mar-21 06:57:11 WIB, Lok:2.72 LS, 140.21 BT (Pusat gempa berada di darat 26 km BaratDaya Kab. Jayapura), Kedlmn:10 Km Dirasakan (MMI) III Jayapura BMKG ",1
kaya ada yang jatuh terus ada gempa kecil,0
dengan demikian pemerintah daerah dapat secara optimal mempersiapkan langkah langkah pencegahan untuk mengantisipasi pemicu terjadinya bencana hidrometeorologi seperti banjir dan tanah longsor kawal presiden jokowi,0
proyeknya menggunakan kumpulan data resolusi tinggi yang disebut arcticdem dan pembelajaran mesin untuk secara otomatis mencari dan menandai tanah longsor,0
mau ada bu susi atau tidak kan kita punya angkatan laut bukan ada kapal asing ya mestinya otomatis,1
dari sistem itu kita tahu per tanggal 21 juni ada 112 kab kota di indonesia yang tidak ada kasus baru 188 risiko rendah 157 risiko sedang dan 57 risiko tinggi dengan data itu kebijakan pemerintah untuk beradaptasi terhadap kebiasaan baru dapat diambil dengan hati hati,0
yang pasti bukan gempa karena bmkg nggak melaporkan gempa di sekitar jabodetabek ada kemungkinan petir yang merambat cuma masih belum pasti,1
dalam kondisi tekanan yang luar biasa kita butuh sinergi yang kuat dan terjalin erat antara pemerintah pusat dan pemerintah daerah semua harus berjalan dalam satu visi satu arah dan kebijakan yang solid dengan sinergi itu kita bisa melewati badai ini dengan selamat,0
saya memahami keputusan pengunduran diri adamas belva syah devara dan andi taufan garuda putra dari jabatan staf khusus presiden keduanya adalah anak muda cerdas dengan reputasi dan prestasi yang sangat baik saya percaya mereka akan sukses di bidang masing masing,0
" Gempa Dirasakan Magnitudo: 2.8, Kedalaman: 10 km, 23 Mar 2021 19:23:33 WIB, Koordinat: 2.37 LS-140.48 BT (Pusat gempa berada di laut 25 km Timur Laut Kab. Jayapura), Dirasakan (MMI): II Jayapura BMKG ",1
" Gempa Mag:4.1, 29/01/2021 00:42:00 (Pusat gempa di laut 76 km Tenggara Berau), Kedlmn:10 Km Dirasakan (MMI) II-III Tanjung Redeb, II-III Taballar, BMKG",1
" Gempa Mag:5.1, 06-Nov-20 13:20:06 WIB, Lok:7.73 LS,128.51 BT (92 km TimurLaut MALUKUBRTDAYA), Kedlmn:148 Km, tdk berpotensi tsunami BMKG ",1
Awanpanas guguran Gunung Merapi terjadi tanggal 21 Mei 2021 pukul 07.05 WIB amplitudo 18 mm dan durasi 90 detik dengan jarak luncur 1.200 meter ke baratdaya. Merapi siaga sejak 5 November 2020,1
" Gempa Mag:3.2, 25/11/2020 12:54:18 (Pusat gempa di darat 22 km Tenggara Labuha), Kedlmn:10 Km Dirasakan (MMI) II Labuha, BMKG",1
ada yg sampai sekarang nungguin banjir di istana negara,0
" Gempa Dirasakan Magnitudo: 3.0, Kedalaman: 10 km, 05 Mei 2021 20:46:18 WIB, Koordinat: 8.27 LS-123.33 BT (Pusat gempa berada di darat 28 km barat laut Lembata), Dirasakan (MMI): II Lembata, II Adonara BMKG ",1
" Gempa Dirasakan Magnitudo: 4.8, Kedalaman: 49 km, 03 Mei 2021 03:49:43 WIB, Koordinat: 5.43 LU-94.60 BT (Pusat gempa berada di laut 94 km barat daya Kota Sabang), Dirasakan (MMI): IV Banda Aceh BMKG ",1
" Gempa Dirasakan Magnitudo: 2.9, Kedalaman: 4 km, 14 Jun 2021 13:23:46 WIB, Koordinat: 5.86 LU-95.30 BT (Pusat gempa berada di Laut 4 km BaratDaya Kota Sabang), Dirasakan (MMI): II Sabang BMKG ",1
"Info Gempa Magnitudo:5.0 SR, 07-Aug-16 21:02:40 WIB, Lok:6.03 LS,104.16 BT (92 km BaratDaya TANGGAMUS-LAMPUNG), Kedlmn:10 Km ::BMKG",1
Awanpanas guguran Merapi tanggal 18 Juni 2021 pukul 14.31 WIB tercatat di seismogram dengan amplitudo 10 mm dan durasi 100 detik. Jarak luncur 1.200 m ke arah barat daya MerapiSiaga sejak 5 November 2020,1
" Gempa Mag:4.9, 27-Jan-21 10:13:26 WIB, Lok:10.39 LS, 123.85 BT (Pusat gempa berada di Laut 44km Barat Daya Kupang), Kedlmn:10 Km Dirasakan (MMI) II-III Kupang, II-III Kab. Kupang BMKG ",1
" Gempa Mag:5.1, 09-Jan-21 19:28:14 WIB, Lok:7.17 LS,129.66 BT (203 km BaratLaut MALUKUTENGGARABRT), Kedalaman:129 Km, tidak berpotensi tsunami BMKG",1
bisa jadi dari dalem kerak bumi lempeng bumi jogja dulu pernah begini denger dentuman kenceng pasca sebelom gempa gede yg taun 2006 itu aku lupa sesudah apa sebelomnya,0
" Gempa Mag:5.4, 04-Dec-20 02:48:40 WIB, Lok:3.15 LU,98.16 BT (37 km BaratLaut KAB-KARO-SUMUT), Kedlmn:131 Km, tdk berpotensi tsunami BMKG ",1
sk serem ya bang pakar gempa taunami dr danny hilman udh prediksi sesar itu bs nimbukin gempa besar amp tsunami puluhan meter dr selat sunda byk2 doa deh amp siap2 utk efek yg terpahit,0
"Info Gempa Magnitudo:5.0 SR, 12-May-16 04:39:10 WIB, Lok:1.45 LU,125.93 BT (89 km TimurLaut BITUNG-SULUT), Kedlmn:11 Km ::BMKG",1
" Gempa Dirasakan Magnitudo: 4.4, Kedalaman: 34 km, 17 Feb 2021 21:31:01 WIB, Koordinat: 4.00 LU-117.45 BT (Pusat gempa berada di darat 64 km timur laut Tana Tidung), Dirasakan (MMI): III Tanjung Selor, III Nunukan BMKG ",1
" Gempa Mag:5.5, 08-Mar-21 19:56:35 WIB, Lok:4.40 LS, 101.06 BT (Pusat gempa berada di laut 149 km BaratDaya Bengkulu), Kedlmn:10 Km Dirasakan (MMI) III Bengkulu Kota, I-II Kepahiang , I-II Curup BMKG ",1
subtopic last tu ajar entry di timeframe m1 sah2 dia ajar kau ta aje fa ke laut ni kalu tanya kenapa currency yen hawkish masa kena gempa bumi on big scale ni mesti kelaut jawapan mamat ni dah2 lah belajar forex korang x yah trade buat benda lain,1
" Gempa Dirasakan Magnitudo: 4.4, Kedalaman: 10 km, 19 Mei 2021 18:04:46 WIB, Koordinat: 2.48 LS-121.22 BT (Pusat gempa berada di darat 12 timur laut Luwu Timur), Dirasakan (MMI): BMKG ",1
natsirdmokrat jadi ingat misteri benua atlantis yang ditenggelamkan oleh gempa besar dan letusan gunung2 api purba virus mematikan mungkin saja ada,0
inter milan kembali berhasil menjadi juara liga italia setelah satu dekade lebih itu sekaligus mengakhiri puasa gelar selama 11 tahun untuk romelu lukaku,0
kok chill amat kak hidup cm 13km dr merapi dr kecil gatau udh brpa kali jd saksi erupsi merapi jd pengungsi jd relawan ngalamin gempa jogja semua itu udh ngajarin utk waspada dan berdoa setiap saat sama pencipta gak semata mata terkhususkan di 2020 yg katanya puncak,0
"Data per Jumat (25/9), pukul 06.34 WIB, BPBD Kab. Sukabumi mencatat kerugian materiil pada sektor pemukiman pascabencana banjir bandang di sejumlah kecamatan berupa rumah rusak ringan 151 unit, rusak sedang 49 dan rusak berat 82. Selengkapnya : ",1
"Info Gempa Magnitudo:3.0 SR, 30-Jul-18 21:07:17 WIB, Lok:8.61 LS,116.28 BT (9 km TimurLaut LOMBOKTENGAH-NTB), Kedlmn:21 Km ::BMKG",1
" Gempa Mag:5.0, 14-Jan-21 00:33:06 WIB, Lok:1.56 LU,128.21 BT (30 km Tenggara TOBELO-MALUT), Kedalaman:10 Km, tidak berpotensi tsunami BMKG",1
" Gempa Mag:5.2, 16-Feb-21 15:42:09 WIB, Lok:6.70 LS,112.05 BT (21 km TimurLaut TUBAN-JATIM), Kedlmn:649 Km, tdk berpotensi tsunami BMKG ",1
" Gempa Mag:5.3, 03-Des-20 03:36:21 WIB, Lok:3.41 LS, 123.37 BT (Pusat gempa berada di laut 78 km TimurLaut Konawe), Kedlmn:10 Km Dirasakan (MMI) IV Kendari, III Konawe Selatan, III Konawe Kepulauan BMKG ",1
" Gempa Mag:6.4, 07-Jan-21 03:59:37 WIB, Lok:0.10 LS,123.05 BT (71 km BaratDaya BONEBOLANGO-GORONTALO), Kedlmn:131 Km, tdk berpotensi tsunami BMKG ",1
fhel jadi inget pas masih dicikupa gempa sampe pintu udh geter2 beberapa menit durasinya posisi sendirian di kontrakan ga ada temen ga ada keluarga super takut,0
" Gempa Mag:4.0, 08-Mar-21 14:03:08 WIB, Lok:3.70 LS, 135.46 BT (Pusat gempa berada di darat 39 km baratdaya Kab. Nabire), Kedlmn:10 Km Dirasakan (MMI) II Nabire BMKG ",1
" Gempa Dirasakan Magnitudo: 5.6, Kedalaman: 10 km, 12 Mar 2021 08:16:16 WIB, Koordinat: 4.23 LS-138.90 BT (Pusat gempa berada di darat 27 km Tenggara Jayawijaya), Dirasakan (MMI): IV Wamena, II-III Timika BMKG ",1
bisa jadi keripik,0
"Bencana banjir terjadi di Kabupaten Lima Puluh Kota, Sumatera Barat, Sabtu (5/9) pada pukul 06.00 WIB akibat meluapnya Sungai Harau karena dipicu oleh intensitas curah hujan yang tinggi. Selengkapnya : InfoBencanaBNPB ",1
" Gempa Mag:2.9, 07/11/2020 07:13:31 (Pusat gempa di darat 28 km Timur Laut Luwu Timur), Kedlmn:5 Km Dirasakan (MMI) II-III Sorowako, BMKG",1
bekerja dengan risiko tinggi tentunya membutuhkan keamanan yang tinggi pula baik untuk lingkungan kerja maupun untuk pekerja,0
"Awanpanas guguran Merapi tanggal 6 Juni 2021 pukul 04.08 WIB , tercatat di seismogram dengan amplitudo 28 mm dan durasi 125 detik, estimasi jarak luncur 1600 m ke arah barat daya. MerapiSiaga sejak 5 November 2020 ",1
itu kekeringan sayang jan lupa pake handbody setiap selesai mandi ya,0
bagaimanapun juga umur bumi sudah 4 543 miliar tahun pasti sudah banyak luka yang timbul karena bencana ntah itu gempa kurang lebih 6000 kali gempa setiap tahunnya ntah itu berkali kali meletusnya gunung merapi atau mencairnya es dikutub,0
" Gempa Mag:5.7, 11-Jan-21 08:20:36 WIB, Lok:7.59 LS, 120.49 BT (Pusat gempa berada di laut 113 km Timur Laut Ruteng-Manggarai), Kedlmn:650 Km Dirasakan (MMI) II-III Waingapu, II Denpasar, II Kuta BMKG ",1
terpopuler jepang berencana membuang limbah nuklir ke laut pakar nuklir ugm yudi utomo imardjoko berharap jepang mau dimonitor badan tenaga atom internasional ugm jepang limbahnuklir batan,1
punya anak 2 aja bedanya jauh bener si adek kalo tdr kudu dengan suasana tenang gak ada suara berisik gelap amp dingin abangnya mau ada gempa juga gak ngaruh bantal kudu ditumpuk krn dia tdr semi duduk kudu dingiiin tapi pake selimut harus terang,0
saya kalo kelupaan berbuat baik di luar negeri dan diliatin orang sih langsung ngaku orang malaysia,0
" Gempa Mag:5.6, 14-Apr-21 17:55:13 WIB, Lok:0.14 LU, 96.51 BT (Pusat gempa berada di Laut 140 km BaratDaya Nias Barat), Kedlmn:10 Km Dirasakan (MMI) II Sirombu BMKG ",1
Awanpanas guguran Merapi tanggal 9 Mei 2021 pukul 10.18 WIB tercatat di seismogram dengan amplitudo 32 mm dan durasi 108 detik. Jarak luncur 1.500 meter ke arah barat daya. MerapiSiaga sejak 5 November 2020,1
" Gempa Dirasakan Magnitudo: 3.1, Kedalaman: 10 km, 27 Feb 2021 20:45:32 WIB, Koordinat: 0.67 LS-127.48 BT (Pusat gempa berada di darat 3 km Barat Daya Labuha), Dirasakan (MMI): III Labuha BMKG ",1
sejak gempa lombok 2 tahun lalu saya mendadak sensitif terhadap goncangan,0
ujian dari allah untuk hambanya agar selalu ingat kepada allah jadikan lah ini semua sebagai perbaikan diri pelajaran buat kita dan mari kita ambil hikmah nya dari kejadian ini semua kareba setiap kejadian pasti ada hikmahnya dentuman corona gempa lekas pulih bumiku,0
secara umum serum berfungsi untuk memberi kelembapan kulit dan melindungi kulit dari kekeringan vitaminc,0
"Awanpanas guguran Merapi tanggal 23 Mei 2021 pukul 11.43 WIB tercatat di seismogram dengan amplitudo 74 mm dan durasi 87 detik. Cuaca berkabut, estimasi jarak luncur 1500 ke arah barat daya. MerapiSiaga sejak 5 November 2020 ",1
bangun tidur trus buka ada info gunung anak krakatau erupsi katanya juga jam 2 an ada dentuman tapi gw ga kedengeran tanya temen yg tinggal di pamulang dan depok mereka juga gadenger apapun jam sgituan trus menurut bmkg ada gempa juga ya allah stay safe everyone,1
kmhdi galang bantuan untuk korban banjir dan gempa berita nusabali phdi kmhdi gempabumi banjir longsor,0
" Gempa Mag:3.0, 11-Des-20 20:33:01 WIB, Lok:0.52 LS, 135.67 BT (Pusat gempa berada di laut 23 km Timur Laut Supiori), Kedlmn:8 Km Dirasakan (MMI) II Biak BMKG ",1
" Gempa Mag:5.3, 25-Des-20 18:40:12 WIB, Lok:9.19 LS, 119.75 BT (Pusat gempa berada di Laut 50 km Timur Laut Waibakul), Kedlmn:10 Km Dirasakan (MMI) III-IV Waingapu, III-IV Tambaloka, III-IV Waibakul, III-IV Labuan Bajo, III Bima, III Ruteng BMKG ",1
"Awanpanas guguran Merapi tanggal 14 Juni 2021 pukul 13.11 WIB tercatat di seismogram dengan amplitudo 23 mm dan durasi 99 detik. Visual berkabut, estimasi jarak luncur 1.300 m ke arah barat daya. MerapiSiaga sejak 5 November 2020 ",1
" Gempa Mag:5.5, 05-Dec-20 15:08:26 WIB, Lok:7.84 LS,128.34 BT (70 km TimurLaut MALUKUBRTDAYA), Kedlmn:10 Km, tdk berpotensi tsunami BMKG ",1
optimislah walau engkau berada di tengah tengah badai angin topan,1
jusuf kalla bertemu dengan wali naggroe aceh malik al haytar dan muzakir manaf pertemuan itu digelar membahas perkembangan politik dan perdamaian di aceh,0
" Gempa Mag:5.7, 05-Mei-21 05:59:12 WIB, Lok:1.53 LU, 127.19 BT (Pusat gempa berada di laut 48 km barat laut Halmahera Barat), Kedlmn:133 Km Dirasakan (MMI) III Bitung, III Manado, II Ternate BMKG ",1
" Gempa Mag:3.1, 08-Jan-21 17:20:31 WIB, Lok:8.36 LS, 116.20 BT (Pusat gempa berada di darat 4 km Tenggara Lombok Utara), Kedlmn:10 Km Dirasakan (MMI) III Lombok Utara BMKG ",1
min nuwun sewu mohon bantuan rt nya ya min buat temen2 yg brgkali ingin ikut berdonasi utk korban banjir dan gempa bisa jg melalui link di bawah ini mtr nuwun min,0
" Gempa Dirasakan Magnitudo: 5.2, Kedalaman: 49 km, 24 Mei 2021 22:05:22 WIB, Koordinat: 4.34 LU-95.26 BT (Pusat gempa berada di laut 48 km barat daya Aceh Jaya), Dirasakan (MMI): III Aceh Jaya, II - III Banda Aceh, II - III Nagan Raya BMKG ",1
